Solver,BenchmarkChoice,OptionWordpressRequire,OptionMysqlRequire,OptionMysqlProvide,OptionWebservers,min(FinalConfigurationComponents),max(FinalConfigurationComponents),mean(FinalConfigurationComponents),stddev(FinalConfigurationComponents),min(FinalConfigurationBindings),max(FinalConfigurationBindings),mean(FinalConfigurationBindings),stddev(FinalConfigurationBindings),min(SolvingSystemTime),max(SolvingSystemTime),mean(SolvingSystemTime),stddev(SolvingSystemTime),min(SolvingUserTime),max(SolvingUserTime),mean(SolvingUserTime),stddev(SolvingUserTime),min(SolvingWallClockTime),max(SolvingWallClockTime),mean(SolvingWallClockTime),stddev(SolvingWallClockTime),min(SystemTime),max(SystemTime),mean(SystemTime),stddev(SystemTime),min(UserTime),max(UserTime),mean(UserTime),stddev(UserTime),min(WallClockTime),max(WallClockTime),mean(WallClockTime),stddev(WallClockTime),min(AverageTotalMemoryUse),max(AverageTotalMemoryUse),mean(AverageTotalMemoryUse),stddev(AverageTotalMemoryUse),min(MaximumResidentSetSize),max(MaximumResidentSetSize),mean(MaximumResidentSetSize),stddev(MaximumResidentSetSize),min(AverageResidentSetSize),max(AverageResidentSetSize),mean(AverageResidentSetSize),stddev(AverageResidentSetSize),min(AverageUnsharedStackSize),max(AverageUnsharedStackSize),mean(AverageUnsharedStackSize),stddev(AverageUnsharedStackSize)
g12,wordpress,80,20,3,1,695.000000,695.000000,695.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.020000,0.006667,0.006236,0.000000,0.020000,0.009167,0.007022,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009583,0.006757,0.010000,0.040000,0.027917,0.008650,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5728.000000,5744.000000,5737.500000,4.873397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,3,2,695.000000,695.000000,695.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.010000,0.003750,0.004841,0.000000,0.020000,0.012917,0.007348,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009167,0.007592,0.020000,0.040000,0.030833,0.007592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5728.000000,5744.000000,5736.666667,4.714045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,3,3,695.000000,695.000000,695.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.020000,0.008750,0.007253,0.180000,0.340000,0.284583,0.043873,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.011250,0.008323,0.190000,0.350000,0.309167,0.045545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7492.000000,7500.000000,7497.166667,2.153808,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,3,4,695.000000,695.000000,695.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.020000,0.005000,0.008660,0.910000,0.970000,0.942500,0.027726,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.920000,0.960000,0.937500,0.017854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7500.000000,7504.000000,7503.000000,1.732051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,3,5,695.000000,695.000000,695.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.010000,0.020000,0.015000,0.005000,47.930000,49.150000,48.542500,0.473148,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.010000,0.007071,48.000000,48.860000,48.322500,0.353580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7512.000000,7516.000000,7514.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,4,0,481.000000,481.000000,481.000000,0.000000,1680.000000,1680.000000,1680.000000,0.000000,0.000000,0.020000,0.005417,0.006442,0.000000,0.020000,0.008333,0.006872,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.008333,0.006872,0.000000,0.030000,0.020000,0.007071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5440.000000,5452.000000,5445.666667,4.606758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,4,1,561.000000,561.000000,561.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.010000,0.005417,0.004983,0.000000,0.020000,0.010417,0.006110,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.008333,0.008975,0.000000,0.040000,0.025000,0.010801,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5556.000000,5572.000000,5566.500000,3.227486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,4,2,561.000000,561.000000,561.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.020000,0.005000,0.005774,0.000000,0.020000,0.011667,0.007454,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.008333,0.007454,0.020000,0.040000,0.026667,0.007454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5564.000000,5576.000000,5573.333333,3.771236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,4,3,561.000000,561.000000,561.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.030000,0.010000,0.008165,0.180000,0.320000,0.285833,0.048384,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.012917,0.006757,0.190000,0.340000,0.301250,0.044564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7484.000000,7500.000000,7496.666667,3.399346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,4,4,561.000000,561.000000,561.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.950000,1.010000,0.985000,0.022913,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.010000,0.007071,0.950000,1.020000,0.997500,0.027726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7492.000000,7504.000000,7500.000000,4.898979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,20,4,5,561.000000,561.000000,561.000000,0.000000,1760.000000,1760.000000,1760.000000,0.000000,0.000000,0.010000,0.005000,0.005000,50.920000,51.550000,51.245000,0.251645,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.012500,0.010897,51.540000,52.090000,51.702500,0.225097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7508.000000,7516.000000,7511.000000,3.316625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,3,0,1148.000000,1148.000000,1148.000000,0.000000,3280.000000,3280.000000,3280.000000,0.000000,0.000000,0.020000,0.007083,0.006757,0.000000,0.020000,0.008750,0.007253,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007083,0.006757,0.020000,0.070000,0.047083,0.010985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6496.000000,6508.000000,6501.000000,4.041452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,3,1,1228.000000,1228.000000,1228.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.006667,0.006236,0.000000,0.020000,0.011250,0.006654,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.008333,0.006236,0.020000,0.060000,0.048750,0.010921,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6604.000000,6628.000000,6614.500000,5.751811,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,3,2,1228.000000,1228.000000,1228.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.005000,0.006455,0.000000,0.020000,0.012083,0.007626,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007500,0.007773,0.020000,0.060000,0.046667,0.010274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6576.000000,6588.000000,6582.500000,4.291464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,3,3,1228.000000,1228.000000,1228.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.011250,0.007253,0.180000,0.330000,0.287083,0.034818,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.012083,0.007059,0.200000,0.370000,0.322083,0.051638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7488.000000,7500.000000,7495.833333,3.362374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,3,4,1228.000000,1228.000000,1228.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.860000,0.980000,0.902500,0.046030,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007500,0.008292,0.870000,0.910000,0.892500,0.017854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7496.000000,7508.000000,7501.000000,5.196152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,3,5,1228.000000,1228.000000,1228.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.010000,0.007071,41.300000,42.400000,41.937500,0.453231,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.010000,0.007071,41.360000,42.160000,41.740000,0.330454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7508.000000,7516.000000,7512.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,4,0,881.000000,881.000000,881.000000,0.000000,3280.000000,3280.000000,3280.000000,0.000000,0.000000,0.020000,0.005417,0.006442,0.000000,0.020000,0.010000,0.008165,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.008333,0.007454,0.000000,0.060000,0.036250,0.012183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6240.000000,6256.000000,6248.000000,4.472136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,4,1,961.000000,961.000000,961.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.003750,0.005637,0.000000,0.020000,0.012500,0.006614,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009583,0.007895,0.020000,0.060000,0.042500,0.010104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6380.000000,6400.000000,6387.500000,5.693564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,4,2,961.000000,961.000000,961.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.007083,0.005385,0.000000,0.020000,0.009583,0.006110,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.007500,0.007217,0.020000,0.060000,0.040833,0.011517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500.000000,6536.000000,6525.000000,10.535654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,4,3,961.000000,961.000000,961.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.008333,0.007454,0.180000,0.330000,0.288750,0.049608,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.012083,0.007626,0.190000,0.360000,0.320000,0.047610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7492.000000,7500.000000,7497.333333,2.748737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,4,4,961.000000,961.000000,961.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.007500,0.008292,0.810000,0.990000,0.862500,0.073951,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007500,0.008292,0.840000,0.900000,0.862500,0.024875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7500.000000,7508.000000,7505.000000,3.316625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,40,4,5,961.000000,961.000000,961.000000,0.000000,3360.000000,3360.000000,3360.000000,0.000000,0.000000,0.020000,0.012500,0.008292,42.330000,43.740000,43.265000,0.549022,0.000000,0.000000,0.000000,0.000000,0.010000,0.020000,0.012500,0.004330,41.720000,43.770000,42.735000,0.856402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7504.000000,7516.000000,7509.000000,4.358899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,3,0,1681.000000,1681.000000,1681.000000,0.000000,4880.000000,4880.000000,4880.000000,0.000000,0.000000,0.010000,0.003333,0.004714,0.000000,0.020000,0.012083,0.007059,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.010000,0.006455,0.030000,0.080000,0.066667,0.013123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7540.000000,7560.000000,7547.500000,5.204165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,3,1,1761.000000,1761.000000,1761.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.010000,0.005417,0.004983,0.000000,0.020000,0.011250,0.005254,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009167,0.008122,0.050000,0.090000,0.070833,0.011873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7544.000000,7568.000000,7553.000000,5.322906,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,3,2,1761.000000,1761.000000,1761.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.020000,0.007500,0.006614,0.000000,0.030000,0.010833,0.007022,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.008333,0.007993,0.040000,0.090000,0.070417,0.013064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7508.000000,7524.000000,7515.166667,4.758034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,3,3,1761.000000,1761.000000,1761.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.020000,0.007083,0.006110,0.210000,0.330000,0.292917,0.035057,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.012500,0.008292,0.230000,0.390000,0.345833,0.042418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7528.000000,7552.000000,7537.666667,6.420453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,3,4,1761.000000,1761.000000,1761.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.820000,0.920000,0.860000,0.039370,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.880000,1.030000,0.947500,0.055396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7520.000000,7528.000000,7525.000000,3.316625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,3,5,1761.000000,1761.000000,1761.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.010000,0.020000,0.015000,0.005000,39.710000,40.730000,40.230000,0.398685,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,40.000000,40.470000,40.147500,0.188331,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7528.000000,7536.000000,7533.000000,3.316625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,4,0,1281.000000,1281.000000,1281.000000,0.000000,4880.000000,4880.000000,4880.000000,0.000000,0.000000,0.020000,0.007083,0.007348,0.000000,0.020000,0.009167,0.007592,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009583,0.006110,0.030000,0.070000,0.053750,0.011837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7528.000000,7540.000000,7535.833333,3.737944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,4,1,1361.000000,1361.000000,1361.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.010000,0.005833,0.004930,0.000000,0.020000,0.009583,0.006757,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007917,0.006442,0.030000,0.070000,0.060000,0.011547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6924.000000,6936.000000,6931.166667,3.826080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,4,2,1361.000000,1361.000000,1361.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.020000,0.006250,0.006960,0.000000,0.020000,0.009167,0.005713,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009583,0.007348,0.030000,0.080000,0.057083,0.012069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7196.000000,7208.000000,7201.666667,4.307616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,4,3,1361.000000,1361.000000,1361.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.020000,0.010417,0.006757,0.180000,0.330000,0.295417,0.041128,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009583,0.007348,0.200000,0.380000,0.331667,0.048961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7492.000000,7500.000000,7497.000000,2.081666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,4,4,1361.000000,1361.000000,1361.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.820000,0.890000,0.850000,0.027386,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.860000,0.970000,0.902500,0.046030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7500.000000,7504.000000,7503.000000,1.732051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,60,4,5,1361.000000,1361.000000,1361.000000,0.000000,4960.000000,4960.000000,4960.000000,0.000000,0.000000,0.010000,0.005000,0.005000,40.900000,41.340000,41.135000,0.188878,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.010000,0.010000,41.040000,41.500000,41.272500,0.200172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7516.000000,7532.000000,7525.000000,5.916080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,3,0,2215.000000,2215.000000,2215.000000,0.000000,6480.000000,6480.000000,6480.000000,0.000000,0.000000,0.020000,0.004583,0.006442,0.000000,0.020000,0.011667,0.007993,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005833,0.006401,0.050000,0.110000,0.090833,0.018008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8140.000000,8400.000000,8170.166667,68.847456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,3,1,2295.000000,2295.000000,2295.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.020000,0.005417,0.007059,0.000000,0.020000,0.010417,0.007348,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007500,0.007217,0.060000,0.120000,0.090417,0.017673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8392.000000,8404.000000,8400.000000,4.618802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,3,2,2295.000000,2295.000000,2295.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.020000,0.005833,0.006401,0.000000,0.020000,0.011250,0.007253,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.012500,0.008292,0.060000,0.120000,0.091667,0.016750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8392.000000,8416.000000,8401.500000,6.304760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,3,3,2295.000000,2295.000000,2295.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.020000,0.008750,0.007253,0.180000,0.330000,0.282500,0.040026,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.012500,0.007773,0.240000,0.420000,0.360000,0.058666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8392.000000,8412.000000,8400.333333,4.749269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,3,4,2295.000000,2295.000000,2295.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.840000,1.060000,0.905000,0.089861,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.008660,0.900000,0.930000,0.910000,0.012247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8388.000000,8400.000000,8395.000000,4.358899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,3,5,2295.000000,2295.000000,2295.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.020000,0.007500,0.008292,39.980000,42.160000,41.087500,0.949984,0.000000,0.000000,0.000000,0.000000,0.010000,0.020000,0.015000,0.005000,40.030000,41.540000,40.527500,0.596924,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8412.000000,8416.000000,8413.000000,1.732051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,4,0,1681.000000,1681.000000,1681.000000,0.000000,6480.000000,6480.000000,6480.000000,0.000000,0.000000,0.010000,0.004167,0.004930,0.000000,0.020000,0.010833,0.005713,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009167,0.006401,0.040000,0.100000,0.072500,0.014790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7540.000000,7560.000000,7549.666667,5.405758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,4,1,1761.000000,1761.000000,1761.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.020000,0.004583,0.005758,0.000000,0.020000,0.011250,0.005995,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.012083,0.006442,0.040000,0.100000,0.074167,0.017300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7780.000000,7796.000000,7788.666667,4.988877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,4,2,1761.000000,1761.000000,1761.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.020000,0.006667,0.006236,0.000000,0.020000,0.012500,0.005951,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.011250,0.007806,0.050000,0.090000,0.076250,0.009492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7876.000000,7896.000000,7885.166667,5.096295,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,4,3,1761.000000,1761.000000,1761.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.020000,0.007083,0.007348,0.180000,0.320000,0.287917,0.043491,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.011250,0.007806,0.230000,0.400000,0.351250,0.045398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7872.000000,7896.000000,7881.333333,5.374838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,4,4,1761.000000,1761.000000,1761.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.020000,0.007500,0.008292,0.840000,0.880000,0.850000,0.017321,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.010000,0.007071,0.880000,0.910000,0.897500,0.010897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7980.000000,7992.000000,7987.000000,4.358899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,80,80,4,5,1761.000000,1761.000000,1761.000000,0.000000,6560.000000,6560.000000,6560.000000,0.000000,0.000000,0.030000,0.015000,0.011180,40.160000,41.910000,40.857500,0.659029,0.000000,0.000000,0.000000,0.000000,0.010000,0.020000,0.015000,0.005000,39.840000,40.420000,40.047500,0.221740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7968.000000,7980.000000,7972.000000,4.898979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gecode,wordpress,0,0,3,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.013333,0.006872,0.000000,0.020000,0.010833,0.006401,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.009167,0.008620,0.000000,0.020000,0.012917,0.006757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7256.000000,7264.000000,7259.333333,1.885618,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gecode,wordpress,0,0,3,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030000,0.012917,0.008406,0.000000,0.020000,0.012917,0.005385,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.012500,0.007217,0.000000,0.030000,0.013750,0.007535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7300.000000,7308.000000,7304.000000,2.581989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gecode,wordpress,0,0,3,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.013333,0.006872,0.000000,0.020000,0.012917,0.007348,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.012083,0.006442,0.000000,0.030000,0.015000,0.007638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7364.000000,7372.000000,7367.500000,2.397916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
