Solver,BenchmarkChoice,OptionWordpressRequire,OptionMysqlRequire,OptionMysqlProvide,OptionWebservers,min(FinalConfigurationComponents),max(FinalConfigurationComponents),mean(FinalConfigurationComponents),stddev(FinalConfigurationComponents),min(FinalConfigurationBindings),max(FinalConfigurationBindings),mean(FinalConfigurationBindings),stddev(FinalConfigurationBindings),min(SolvingSystemTime),max(SolvingSystemTime),mean(SolvingSystemTime),stddev(SolvingSystemTime),min(SolvingUserTime),max(SolvingUserTime),mean(SolvingUserTime),stddev(SolvingUserTime),min(SolvingWallClockTime),max(SolvingWallClockTime),mean(SolvingWallClockTime),stddev(SolvingWallClockTime),min(SystemTime),max(SystemTime),mean(SystemTime),stddev(SystemTime),min(UserTime),max(UserTime),mean(UserTime),stddev(UserTime),min(WallClockTime),max(WallClockTime),mean(WallClockTime),stddev(WallClockTime),min(AverageTotalMemoryUse),max(AverageTotalMemoryUse),mean(AverageTotalMemoryUse),stddev(AverageTotalMemoryUse),min(MaximumResidentSetSize),max(MaximumResidentSetSize),mean(MaximumResidentSetSize),stddev(MaximumResidentSetSize),min(AverageResidentSetSize),max(AverageResidentSetSize),mean(AverageResidentSetSize),stddev(AverageResidentSetSize),min(AverageUnsharedStackSize),max(AverageUnsharedStackSize),mean(AverageUnsharedStackSize),stddev(AverageUnsharedStackSize)
g12,wordpress,0,0,3,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.003333,0.004714,0.000000,0.020000,0.009167,0.005713,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.004167,0.004930,0.000000,0.020000,0.009583,0.006110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4236.000000,4244.000000,4239.000000,3.109126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,3,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.004583,0.004983,0.000000,0.020000,0.012083,0.007059,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007917,0.007626,0.000000,0.020000,0.007917,0.007626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5076.000000,5092.000000,5081.166667,4.543004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,3,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006250,0.006333,0.000000,0.020000,0.009583,0.006110,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005833,0.007022,0.000000,0.020000,0.009167,0.007592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5180.000000,5196.000000,5190.833333,4.543004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,3,3,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007083,0.005385,0.000000,0.020000,0.010417,0.006757,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005417,0.005758,0.000000,0.020000,0.012083,0.007059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5256.000000,5272.000000,5264.166667,4.827583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,3,4,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5360.000000,5360.000000,5360.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,3,5,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5492.000000,5504.000000,5498.000000,4.472136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,4,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.003333,0.005528,0.000000,0.020000,0.010417,0.007348,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004167,0.005713,0.000000,0.020000,0.009583,0.007348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4236.000000,4264.000000,4238.000000,5.656854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,4,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005417,0.005758,0.000000,0.020000,0.008750,0.005995,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006250,0.005637,0.000000,0.020000,0.008333,0.006872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5072.000000,5092.000000,5082.666667,4.422166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,4,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006250,0.005637,0.000000,0.020000,0.008333,0.007993,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.003333,0.004714,0.000000,0.020000,0.012083,0.006442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5184.000000,5196.000000,5190.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,4,3,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.006455,0.000000,0.020000,0.010833,0.006401,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005417,0.007059,0.000000,0.020000,0.010833,0.007022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5256.000000,5276.000000,5267.166667,4.896144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,4,4,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.020000,0.012500,0.008292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5352.000000,5364.000000,5359.000000,4.358899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,0,4,5,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.000000,0.010000,0.002500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.010000,0.010000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5492.000000,5508.000000,5500.000000,5.656854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,3,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006250,0.006333,0.000000,0.020000,0.009167,0.007592,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006250,0.006960,0.000000,0.020000,0.009583,0.006757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4264.000000,4280.000000,4270.166667,4.469029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,3,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004167,0.006401,0.000000,0.020000,0.010417,0.007348,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007500,0.006614,0.000000,0.030000,0.008333,0.007454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5116.000000,5132.000000,5125.166667,4.963758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,3,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005833,0.007022,0.000000,0.020000,0.010000,0.006455,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006667,0.006236,0.000000,0.020000,0.009583,0.006110,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5208.000000,5224.000000,5215.666667,4.606758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,3,3,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005417,0.005758,0.000000,0.030000,0.013333,0.007993,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006250,0.005637,0.000000,0.020000,0.012500,0.006614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5288.000000,5304.000000,5294.166667,4.758034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,3,4,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.000000,0.010000,0.002500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.010000,0.002500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5408.000000,5416.000000,5412.000000,2.828427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,3,5,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.020000,0.010000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5524.000000,5532.000000,5526.000000,3.464102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,4,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004583,0.005758,0.000000,0.020000,0.010000,0.007071,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005417,0.006442,0.000000,0.020000,0.009167,0.007592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4264.000000,4276.000000,4270.333333,3.248931,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,4,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.006250,0.004841,0.000000,0.020000,0.007917,0.007059,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004583,0.005758,0.000000,0.030000,0.008750,0.007806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120.000000,5140.000000,5127.833333,4.687454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,4,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005833,0.005713,0.000000,0.020000,0.008750,0.007253,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.005774,0.000000,0.020000,0.010000,0.007638,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5204.000000,5224.000000,5213.500000,5.515131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,4,3,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.006250,0.004841,0.000000,0.020000,0.011250,0.005995,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006667,0.006236,0.000000,0.020000,0.012500,0.006614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5284.000000,5304.000000,5292.166667,5.225472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,4,4,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5408.000000,5420.000000,5416.000000,4.898979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,100,4,5,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.010000,0.002500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.020000,0.010000,0.007071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5528.000000,5532.000000,5531.000000,1.732051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,3,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.002083,0.004983,0.000000,0.020000,0.004167,0.006401,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.020000,0.005833,0.006401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4264.000000,4280.000000,4269.500000,4.291464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,3,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.003333,0.004714,0.000000,0.020000,0.007083,0.007348,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004583,0.005758,0.000000,0.020000,0.004583,0.005758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120.000000,5140.000000,5127.500000,4.368447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,3,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.005774,0.000000,0.020000,0.004583,0.005758,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004167,0.006401,0.000000,0.020000,0.010417,0.007348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5204.000000,5224.000000,5214.666667,4.714045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,3,3,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.005774,0.000000,0.020000,0.008750,0.005995,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.006455,0.000000,0.020000,0.007917,0.006442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5284.000000,5300.000000,5293.666667,4.606758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,3,4,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5408.000000,5420.000000,5415.000000,5.196152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,3,5,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007500,0.008292,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5524.000000,5536.000000,5531.000000,4.358899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,4,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.002500,0.005204,0.000000,0.020000,0.004583,0.006442,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.001667,0.003727,0.000000,0.020000,0.004167,0.005713,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4264.000000,4276.000000,4269.666667,3.448027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,4,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.007071,0.000000,0.020000,0.006250,0.007535,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002083,0.004061,0.000000,0.020000,0.009167,0.007022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120.000000,5136.000000,5129.333333,4.570436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,4,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004167,0.005713,0.000000,0.020000,0.008750,0.007806,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.003333,0.005528,0.000000,0.020000,0.006250,0.005637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5208.000000,5220.000000,5214.000000,4.163332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,4,3,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004167,0.005713,0.000000,0.020000,0.006250,0.006960,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.003333,0.004714,0.000000,0.020000,0.008333,0.006872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5284.000000,5308.000000,5294.000000,6.218253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,4,4,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5408.000000,5416.000000,5411.000000,3.316625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,10,4,5,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5524.000000,5532.000000,5530.000000,3.464102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,3,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004167,0.007022,0.000000,0.020000,0.004167,0.005713,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.001667,0.003727,0.000000,0.020000,0.005417,0.006442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4264.000000,4280.000000,4267.666667,4.149967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,3,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.003333,0.004714,0.000000,0.020000,0.008333,0.007454,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.004167,0.004930,0.000000,0.020000,0.005000,0.005774,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5120.000000,5136.000000,5127.000000,4.654747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,3,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.005774,0.000000,0.030000,0.006250,0.008570,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007500,0.006614,0.000000,0.020000,0.004583,0.005758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5208.000000,5224.000000,5214.500000,4.591659,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,3,3,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.003333,0.005528,0.000000,0.020000,0.006250,0.006960,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.003750,0.004841,0.000000,0.020000,0.009167,0.007022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5288.000000,5300.000000,5294.666667,4.109609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,3,4,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.020000,0.007500,0.008292,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5408.000000,5420.000000,5416.000000,4.898979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,3,5,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.020000,0.012500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5524.000000,5536.000000,5531.000000,4.358899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,4,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.001250,0.003307,0.000000,0.020000,0.007917,0.005758,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005417,0.006442,0.000000,0.020000,0.003750,0.006333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4264.000000,4272.000000,4266.166667,2.576604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,4,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.002917,0.005385,0.000000,0.020000,0.007500,0.006614,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002500,0.004330,0.000000,0.020000,0.006667,0.006872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5116.000000,5136.000000,5126.666667,4.853407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,4,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.004167,0.006401,0.000000,0.020000,0.006667,0.006872,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.006455,0.000000,0.030000,0.008333,0.007454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5208.000000,5224.000000,5216.000000,5.163978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,4,3,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.002917,0.006110,0.000000,0.020000,0.007500,0.006614,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.002917,0.004545,0.000000,0.030000,0.009167,0.008122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5284.000000,5300.000000,5293.666667,3.986087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,4,4,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.010000,0.002500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5416.000000,5428.000000,5421.000000,4.358899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,1,4,5,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.005000,0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.008660,0.000000,0.010000,0.007500,0.004330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5524.000000,5532.000000,5526.000000,3.464102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,20,3,0,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.006250,0.006333,0.000000,0.020000,0.008333,0.007454,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.003750,0.005637,0.000000,0.020000,0.010417,0.008406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4264.000000,4280.000000,4269.166667,4.079079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,20,3,1,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.004167,0.004930,0.000000,0.020000,0.010833,0.007022,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005000,0.005774,0.000000,0.020000,0.008750,0.007253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5116.000000,5136.000000,5125.166667,5.351531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
g12,wordpress,0,20,3,2,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.007083,0.007895,0.000000,0.020000,0.009583,0.006757,0.000000,0.000000,0.000000,0.000000,0.000000,0.020000,0.005417,0.006442,0.000000,0.020000,0.010833,0.007022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5208.000000,5224.000000,5213.166667,4.827583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
